No.,Date,ID,Name,Switch,Brightness(%),Power Rate(%),Power Sum(W),Power AC(W),Power DC(W),Power Limit Hard(W),Power Limit Soft(W),Current Sum(A),Current Limit(A),DR(%),Led Count,Energy (kWh)
12742,12/28/21 10:41:02 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,18.923
15595,12/28/21 10:41:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.647
5129,12/28/21 10:41:11 AM,1_65,四个充电桩�,1,25,51,7154,7154,0,10000,0,32,35,0,4,100.824
11220,12/28/21 10:41:12 AM,1_51,配电箱总功�,1,50,100,7604,7604,0,30000,8800,35,0,0,7,130.429
8161,12/28/21 10:41:16 AM,1_62,B相电流上限,1,50,100,7352,7352,0,10000,0,32,0,0,5,107.786
9682,12/28/21 10:42:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.648
682,12/28/21 10:42:03 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.965
6665,12/28/21 10:42:03 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.973
3646,12/28/21 10:42:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.654
2143,12/28/21 10:42:03 AM,1_72,B相充电桩电,1,25,100,7179,7179,0,8800,0,33,0,0,4,100.858
14579,12/28/21 10:42:03 AM,1_11,充电桩上电,1,25,100,7179,7179,0,0,0,33,0,0,4,100.728
13529,12/28/21 10:42:03 AM,1_2,2号充电桩,1,100,100,1704,1704,0,0,0,7,0,0,1,28.9
15596,12/28/21 10:42:03 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.669
12743,12/28/21 10:42:03 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,18.944
5130,12/28/21 10:42:11 AM,1_65,四个充电桩�,1,25,51,7155,7155,0,10000,0,32,35,0,4,100.943
11221,12/28/21 10:42:12 AM,1_51,配电箱总功�,1,50,100,7605,7605,0,30000,8800,35,0,0,7,130.556
8162,12/28/21 10:42:16 AM,1_62,B相电流上限,1,50,100,7337,7337,0,10000,0,32,0,0,5,107.906
683,12/28/21 10:43:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.968
6666,12/28/21 10:43:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.976
9683,12/28/21 10:43:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.65
3647,12/28/21 10:43:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.656
14580,12/28/21 10:43:02 AM,1_11,充电桩上电,1,25,100,7152,7152,0,0,0,32,0,0,4,100.845
2144,12/28/21 10:43:02 AM,1_72,B相充电桩电,1,25,100,7152,7152,0,8800,0,32,0,0,4,100.975
12220,12/28/21 10:43:02 AM,1_4,4号充电桩,1,100,100,2840,2840,0,0,0,12,0,0,1,31.321
13530,12/28/21 10:43:02 AM,1_2,2号充电桩,1,100,100,1698,1698,0,0,0,7,0,0,1,28.928
15597,12/28/21 10:43:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.692
12744,12/28/21 10:43:02 AM,1_3,3号充电桩,1,40,100,1250,1250,0,0,0,5,0,0,1,18.964
5131,12/28/21 10:43:13 AM,1_65,四个充电桩�,1,25,51,7159,7159,0,10000,0,32,35,0,4,101.064
11222,12/28/21 10:43:13 AM,1_51,配电箱总功�,1,50,100,7623,7623,0,30000,8800,35,0,0,7,130.683
8163,12/28/21 10:43:16 AM,1_62,B相电流上限,1,50,100,7343,7343,0,10000,0,32,0,0,5,108.029
9684,12/28/21 10:44:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.652
684,12/28/21 10:44:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.971
3648,12/28/21 10:44:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.658
6667,12/28/21 10:44:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.978
2145,12/28/21 10:44:02 AM,1_72,B相充电桩电,1,25,100,7150,7150,0,8800,0,32,0,0,4,101.094
14581,12/28/21 10:44:02 AM,1_11,充电桩上电,1,25,100,7150,7150,0,0,0,32,0,0,4,100.964
13531,12/28/21 10:44:02 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,28.956
12221,12/28/21 10:44:02 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,31.368
12745,12/28/21 10:44:02 AM,1_3,3号充电桩,1,40,100,1250,1250,0,0,0,5,0,0,1,18.985
15598,12/28/21 10:44:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.714
5132,12/28/21 10:44:12 AM,1_65,四个充电桩�,1,25,51,7145,7145,0,10000,0,32,35,0,4,101.179
11223,12/28/21 10:44:13 AM,1_51,配电箱总功�,1,50,100,7640,7640,0,30000,8800,35,0,0,7,130.81
8164,12/28/21 10:44:16 AM,1_62,B相电流上限,1,50,100,7372,7372,0,10000,0,32,0,0,5,108.15
685,12/28/21 10:45:02 AM,1_73,C相充电桩电,1,40,100,191,191,0,0,0,1,0,0,1,13.974
3649,12/28/21 10:45:02 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,8.659
6668,12/28/21 10:45:02 AM,1_63,C相电流上限,1,100,100,191,191,0,10000,0,1,0,0,1,13.982
9685,12/28/21 10:45:02 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,8.654
2146,12/28/21 10:45:02 AM,1_72,B相充电桩电,1,25,100,7153,7153,0,8800,0,32,0,0,4,101.211
14582,12/28/21 10:45:02 AM,1_11,充电桩上电,1,25,100,7153,7153,0,0,0,32,0,0,4,101.081
13532,12/28/21 10:45:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.984
12746,12/28/21 10:45:02 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,19.006
15599,12/28/21 10:45:02 AM,1_1,1号充电桩,1,100,100,1366,1366,0,0,0,6,0,0,1,20.737
5133,12/28/21 10:45:13 AM,1_65,四个充电桩�,1,25,51,7150,7150,0,10000,0,32,35,0,4,101.3
11224,12/28/21 10:45:13 AM,1_51,配电箱总功�,1,50,100,7608,7608,0,30000,8800,35,0,0,7,130.935
8165,12/28/21 10:45:18 AM,1_62,B相电流上限,1,50,100,7341,7341,0,10000,0,32,0,0,5,108.274
11225,12/28/21 10:45:49 AM,1_51,配电箱总功�,1,50,100,7605,7605,0,30000,8800,35,0,0,7,131.011
9686,12/28/21 10:45:49 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.655
6669,12/28/21 10:45:49 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.984
8166,12/28/21 10:45:49 AM,1_62,B相电流上限,1,50,100,7337,7337,0,10000,0,32,0,0,5,108.337
686,12/28/21 10:45:49 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.976
3650,12/28/21 10:45:49 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.661
2147,12/28/21 10:45:49 AM,1_72,B相充电桩电,1,25,100,7149,7149,0,8800,0,32,0,0,4,101.305
5134,12/28/21 10:45:50 AM,1_65,四个充电桩�,1,25,51,7149,7149,0,10000,0,32,35,0,4,101.372
12747,12/28/21 10:45:50 AM,1_3,3号充电桩,1,40,100,1250,1250,0,0,0,5,0,0,1,19.022
13533,12/28/21 10:45:50 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,29.006
15600,12/28/21 10:45:50 AM,1_1,1号充电桩,1,100,100,1363,1363,0,0,0,6,0,0,1,20.755
14583,12/28/21 10:45:50 AM,1_11,充电桩上电,1,25,100,7149,7149,0,0,0,32,0,0,4,101.175
9687,12/28/21 10:46:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.655
6670,12/28/21 10:46:03 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.984
687,12/28/21 10:46:03 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.977
3651,12/28/21 10:46:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.661
14584,12/28/21 10:46:03 AM,1_11,充电桩上电,1,25,100,7136,7136,0,0,0,32,0,0,4,101.198
2148,12/28/21 10:46:03 AM,1_72,B相充电桩电,1,25,100,7136,7136,0,8800,0,32,0,0,4,101.33
13534,12/28/21 10:46:03 AM,1_2,2号充电桩,1,100,100,1697,1697,0,0,0,7,0,0,1,29.012
12222,12/28/21 10:46:03 AM,1_4,4号充电桩,1,100,100,2820,2820,0,0,0,12,0,0,1,31.461
12748,12/28/21 10:46:03 AM,1_3,3号充电桩,1,40,100,1252,1252,0,0,0,5,0,0,1,19.026
15601,12/28/21 10:46:03 AM,1_1,1号充电桩,1,100,100,1367,1367,0,0,0,6,0,0,1,20.759
5135,12/28/21 10:46:12 AM,1_65,四个充电桩�,1,25,51,7135,7135,0,10000,0,32,35,0,4,101.415
11226,12/28/21 10:46:12 AM,1_51,配电箱总功�,1,50,100,7588,7588,0,30000,8800,35,0,0,7,131.059
8167,12/28/21 10:46:16 AM,1_62,B相电流上限,1,50,100,7320,7320,0,10000,0,32,0,0,5,108.392
9688,12/28/21 10:47:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.657
688,12/28/21 10:47:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.979
6671,12/28/21 10:47:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.987
3652,12/28/21 10:47:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.663
14585,12/28/21 10:47:02 AM,1_11,充电桩上电,1,25,100,7144,7144,0,0,0,32,0,0,4,101.316
2149,12/28/21 10:47:02 AM,1_72,B相充电桩电,1,25,100,7144,7144,0,8800,0,32,0,0,4,101.448
12223,12/28/21 10:47:02 AM,1_4,4号充电桩,1,100,100,2827,2827,0,0,0,12,0,0,1,31.508
13535,12/28/21 10:47:02 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,29.04
12749,12/28/21 10:47:02 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,19.047
15602,12/28/21 10:47:02 AM,1_1,1号充电桩,1,100,100,1366,1366,0,0,0,6,0,0,1,20.782
5136,12/28/21 10:47:11 AM,1_65,四个充电桩�,1,25,51,7145,7145,0,10000,0,32,35,0,4,101.533
11227,12/28/21 10:47:12 AM,1_51,配电箱总功�,1,50,100,7602,7602,0,30000,8800,35,0,0,7,131.186
8168,12/28/21 10:47:16 AM,1_62,B相电流上限,1,50,100,7338,7338,0,10000,0,33,0,0,5,108.514
9689,12/28/21 10:48:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.658
689,12/28/21 10:48:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.982
3653,12/28/21 10:48:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.664
6672,12/28/21 10:48:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.99
2150,12/28/21 10:48:02 AM,1_72,B相充电桩电,1,25,100,7155,7155,0,8800,0,32,0,0,4,101.567
13536,12/28/21 10:48:02 AM,1_2,2号充电桩,1,100,100,1702,1702,0,0,0,7,0,0,1,29.068
14586,12/28/21 10:48:02 AM,1_11,充电桩上电,1,25,100,7155,7155,0,0,0,32,0,0,4,101.435
12224,12/28/21 10:48:02 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,31.555
12750,12/28/21 10:48:02 AM,1_3,3号充电桩,1,40,100,1254,1254,0,0,0,5,0,0,1,19.068
15603,12/28/21 10:48:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.804
5137,12/28/21 10:48:11 AM,1_65,四个充电桩�,1,25,51,7154,7154,0,10000,0,32,35,0,4,101.65
11228,12/28/21 10:48:12 AM,1_51,配电箱总功�,1,50,100,7642,7642,0,30000,8800,35,0,0,7,131.311
8169,12/28/21 10:48:17 AM,1_62,B相电流上限,1,50,100,7362,7362,0,10000,0,33,0,0,5,108.637
9690,12/28/21 10:49:02 AM,1_61,A相电流上限,1,100,100,113,113,0,10000,0,0,0,0,1,8.66
6673,12/28/21 10:49:02 AM,1_63,C相电流上限,1,100,100,191,191,0,10000,0,1,0,0,1,13.993
690,12/28/21 10:49:02 AM,1_73,C相充电桩电,1,40,100,191,191,0,0,0,1,0,0,1,13.986
3654,12/28/21 10:49:02 AM,1_71,A相充电桩电,1,40,100,113,113,0,8800,0,0,0,0,1,8.666
14587,12/28/21 10:49:02 AM,1_11,充电桩上电,1,25,100,7140,7140,0,0,0,32,0,0,4,101.554
2151,12/28/21 10:49:02 AM,1_72,B相充电桩电,1,25,100,7140,7140,0,8800,0,32,0,0,4,101.686
13537,12/28/21 10:49:02 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,29.096
12225,12/28/21 10:49:02 AM,1_4,4号充电桩,1,100,100,2822,2822,0,0,0,12,0,0,1,31.602
15604,12/28/21 10:49:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.827
12751,12/28/21 10:49:02 AM,1_3,3号充电桩,1,40,100,1254,1254,0,0,0,5,0,0,1,19.089
5138,12/28/21 10:49:12 AM,1_65,四个充电桩�,1,25,51,7144,7144,0,10000,0,32,35,0,4,101.771
11229,12/28/21 10:49:13 AM,1_51,配电箱总功�,1,50,100,7658,7658,0,30000,8800,35,0,0,7,131.439
8170,12/28/21 10:49:16 AM,1_62,B相电流上限,1,50,100,7341,7341,0,10000,0,32,0,0,5,108.757
6674,12/28/21 10:50:02 AM,1_63,C相电流上限,1,100,100,216,216,0,10000,0,1,0,0,1,13.997
9691,12/28/21 10:50:02 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,1,0,0,1,8.662
691,12/28/21 10:50:02 AM,1_73,C相充电桩电,1,40,100,216,216,0,0,0,1,0,0,1,13.989
3655,12/28/21 10:50:02 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,1,0,0,1,8.668
14588,12/28/21 10:50:02 AM,1_11,充电桩上电,1,25,100,7150,7150,0,0,0,33,0,0,4,101.671
2152,12/28/21 10:50:02 AM,1_72,B相充电桩电,1,25,100,7150,7150,0,8800,0,33,0,0,4,101.803
12226,12/28/21 10:50:02 AM,1_4,4号充电桩,1,100,100,2833,2833,0,0,0,12,0,0,1,31.648
12752,12/28/21 10:50:02 AM,1_3,3号充电桩,1,40,100,1254,1254,0,0,0,5,0,0,1,19.109
15605,12/28/21 10:50:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.849
5139,12/28/21 10:50:11 AM,1_65,四个充电桩�,1,25,51,7145,7145,0,10000,0,32,35,0,4,101.886
11230,12/28/21 10:50:12 AM,1_51,配电箱总功�,1,50,100,7671,7671,0,30000,8800,35,0,0,7,131.565
8171,12/28/21 10:50:16 AM,1_62,B相电流上限,1,50,100,7344,7344,0,10000,0,32,0,0,5,108.88
9692,12/28/21 10:51:03 AM,1_61,A相电流上限,1,100,100,113,113,0,10000,0,0,0,0,1,8.664
692,12/28/21 10:51:04 AM,1_73,C相充电桩电,1,40,100,203,203,0,0,0,1,0,0,1,13.993
3656,12/28/21 10:51:04 AM,1_71,A相充电桩电,1,40,100,113,113,0,8800,0,0,0,0,1,8.67
6675,12/28/21 10:51:04 AM,1_63,C相电流上限,1,100,100,203,203,0,10000,0,1,0,0,1,14
2153,12/28/21 10:51:04 AM,1_72,B相充电桩电,1,25,100,7144,7144,0,8800,0,32,0,0,4,101.924
13538,12/28/21 10:51:04 AM,1_2,2号充电桩,1,100,100,1696,1696,0,0,0,7,0,0,1,29.153
14589,12/28/21 10:51:04 AM,1_11,充电桩上电,1,25,100,7144,7144,0,0,0,32,0,0,4,101.792
12227,12/28/21 10:51:04 AM,1_4,4号充电桩,1,100,100,2831,2831,0,0,0,12,0,0,1,31.696
15606,12/28/21 10:51:04 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.872
12753,12/28/21 10:51:04 AM,1_3,3号充电桩,1,40,100,1252,1252,0,0,0,5,0,0,1,19.13
5140,12/28/21 10:51:12 AM,1_65,四个充电桩�,1,25,51,7148,7148,0,10000,0,32,35,0,4,102.005
11231,12/28/21 10:51:13 AM,1_51,配电箱总功�,1,50,100,7680,7680,0,30000,8800,35,0,0,7,131.695
8172,12/28/21 10:51:16 AM,1_62,B相电流上限,1,50,100,7353,7353,0,10000,0,33,0,0,5,109.002
9693,12/28/21 10:52:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.666
6676,12/28/21 10:52:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,14.003
693,12/28/21 10:52:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.995
3657,12/28/21 10:52:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.672
14590,12/28/21 10:52:02 AM,1_11,充电桩上电,1,25,100,7148,7148,0,0,0,33,0,0,4,101.907
2154,12/28/21 10:52:02 AM,1_72,B相充电桩电,1,25,100,7148,7148,0,8800,0,33,0,0,4,102.039
13539,12/28/21 10:52:02 AM,1_2,2号充电桩,1,100,100,1698,1698,0,0,0,7,0,0,1,29.18
12228,12/28/21 10:52:02 AM,1_4,4号充电桩,1,100,100,2833,2833,0,0,0,12,0,0,1,31.742
15607,12/28/21 10:52:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.894
12754,12/28/21 10:52:02 AM,1_3,3号充电桩,1,40,100,1252,1252,0,0,0,5,0,0,1,19.151
5141,12/28/21 10:52:13 AM,1_65,四个充电桩�,1,25,51,7147,7147,0,10000,0,32,35,0,4,102.124
11232,12/28/21 10:52:13 AM,1_51,配电箱总功�,1,50,100,7636,7636,0,30000,8800,35,0,0,7,131.82
8173,12/28/21 10:52:16 AM,1_62,B相电流上限,1,50,100,7321,7321,0,10000,0,32,0,0,5,109.124
9694,12/28/21 10:53:03 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,8.668
6677,12/28/21 10:53:04 AM,1_63,C相电流上限,1,100,100,215,215,0,10000,0,1,0,0,1,14.007
694,12/28/21 10:53:04 AM,1_73,C相充电桩电,1,40,100,215,215,0,0,0,1,0,0,1,13.999
3658,12/28/21 10:53:04 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,8.673
14591,12/28/21 10:53:04 AM,1_11,充电桩上电,1,25,100,7153,7153,0,0,0,32,0,0,4,102.028
2155,12/28/21 10:53:04 AM,1_72,B相充电桩电,1,25,100,7153,7153,0,8800,0,32,0,0,4,102.16
13540,12/28/21 10:53:04 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,29.209
12229,12/28/21 10:53:04 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,31.79
15608,12/28/21 10:53:04 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.918
12755,12/28/21 10:53:04 AM,1_3,3号充电桩,1,40,100,1253,1253,0,0,0,5,0,0,1,19.172
5142,12/28/21 10:53:11 AM,1_65,四个充电桩�,1,25,51,7153,7153,0,10000,0,32,35,0,4,102.239
11233,12/28/21 10:53:14 AM,1_51,配电箱总功�,1,50,100,7671,7671,0,30000,8800,35,0,0,7,131.948
8174,12/28/21 10:53:17 AM,1_62,B相电流上限,1,50,100,7344,7344,0,10000,0,33,0,0,5,109.247
9695,12/28/21 10:54:02 AM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,8.669
6678,12/28/21 10:54:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,14.01
695,12/28/21 10:54:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,14.002
14592,12/28/21 10:54:02 AM,1_11,充电桩上电,1,25,100,7156,7156,0,0,0,32,0,0,4,102.144
3659,12/28/21 10:54:02 AM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,8.675
2156,12/28/21 10:54:02 AM,1_72,B相充电桩电,1,25,100,7156,7156,0,8800,0,32,0,0,4,102.276
12230,12/28/21 10:54:02 AM,1_4,4号充电桩,1,100,100,2838,2838,0,0,0,12,0,0,1,31.836
13541,12/28/21 10:54:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,29.236
12756,12/28/21 10:54:02 AM,1_3,3号充电桩,1,40,100,1255,1255,0,0,0,5,0,0,1,19.192
15609,12/28/21 10:54:02 AM,1_1,1号充电桩,1,100,100,1362,1362,0,0,0,6,0,0,1,20.94
5143,12/28/21 10:54:11 AM,1_65,四个充电桩�,1,25,51,7153,7153,0,10000,0,32,35,0,4,102.359
11234,12/28/21 10:54:12 AM,1_51,配电箱总功�,1,50,100,7623,7623,0,30000,8800,35,0,0,7,132.071
8175,12/28/21 10:54:18 AM,1_62,B相电流上限,1,50,100,7332,7332,0,10000,0,32,0,0,5,109.369
9696,12/28/21 10:55:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.671
6679,12/28/21 10:55:04 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,14.012
696,12/28/21 10:55:04 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,14.005
3660,12/28/21 10:55:04 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.677
2157,12/28/21 10:55:04 AM,1_72,B相充电桩电,1,25,100,7160,7160,0,8800,0,32,0,0,4,102.397
13542,12/28/21 10:55:04 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,29.265
14593,12/28/21 10:55:04 AM,1_11,充电桩上电,1,25,100,7160,7160,0,0,0,32,0,0,4,102.265
12231,12/28/21 10:55:04 AM,1_4,4号充电桩,1,100,100,2840,2840,0,0,0,12,0,0,1,31.884
12757,12/28/21 10:55:04 AM,1_3,3号充电桩,1,40,100,1255,1255,0,0,0,5,0,0,1,19.213
15610,12/28/21 10:55:04 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.963
5144,12/28/21 10:55:11 AM,1_65,四个充电桩�,1,25,51,7156,7156,0,10000,0,32,35,0,4,102.476
11235,12/28/21 10:55:12 AM,1_51,配电箱总功�,1,50,100,7599,7599,0,30000,8800,35,0,0,7,132.197
8176,12/28/21 10:55:17 AM,1_62,B相电流上限,1,50,100,7331,7331,0,10000,0,32,0,0,5,109.489
2158,12/28/21 10:55:27 AM,1_72,B相充电桩电,1,25,100,7148,7148,0,8800,0,33,0,0,4,102.443
9697,12/28/21 10:56:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.673
6680,12/28/21 10:56:03 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,14.015
697,12/28/21 10:56:03 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,14.008
3661,12/28/21 10:56:03 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.679
2159,12/28/21 10:56:03 AM,1_72,B相充电桩电,1,25,100,7149,7149,0,8800,0,32,0,0,4,102.512
13543,12/28/21 10:56:03 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,29.293
14594,12/28/21 10:56:03 AM,1_11,充电桩上电,1,25,100,7149,7149,0,0,0,32,0,0,4,102.382
12232,12/28/21 10:56:03 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,31.93
15611,12/28/21 10:56:03 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.985
12758,12/28/21 10:56:03 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,19.234
5145,12/28/21 10:56:11 AM,1_65,四个充电桩�,1,25,51,7150,7150,0,10000,0,32,35,0,4,102.595
11236,12/28/21 10:56:12 AM,1_51,配电箱总功�,1,50,100,7605,7605,0,30000,8800,35,0,0,7,132.322
8177,12/28/21 10:56:16 AM,1_62,B相电流上限,1,50,100,7337,7337,0,10000,0,32,0,0,5,109.609
9698,12/28/21 10:57:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.674
698,12/28/21 10:57:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,14.01
6681,12/28/21 10:57:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,14.018
3662,12/28/21 10:57:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.68
14595,12/28/21 10:57:02 AM,1_11,充电桩上电,1,25,100,7171,7171,0,0,0,33,0,0,4,102.5
2160,12/28/21 10:57:02 AM,1_72,B相充电桩电,1,25,100,7171,7171,0,8800,0,33,0,0,4,102.63
12233,12/28/21 10:57:02 AM,1_4,4号充电桩,1,100,100,2855,2855,0,0,0,12,0,0,1,31.977
13544,12/28/21 10:57:02 AM,1_2,2号充电桩,1,100,100,1697,1697,0,0,0,7,0,0,1,29.321
15612,12/28/21 10:57:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,21.007
12759,12/28/21 10:57:02 AM,1_3,3号充电桩,1,40,100,1255,1255,0,0,0,5,0,0,1,19.254
5146,12/28/21 10:57:11 AM,1_65,四个充电桩�,1,25,51,7171,7171,0,10000,0,33,35,0,4,102.715
11237,12/28/21 10:57:12 AM,1_51,配电箱总功�,1,50,100,7599,7599,0,30000,8800,35,0,0,7,132.449
8178,12/28/21 10:57:17 AM,1_62,B相电流上限,1,50,100,7332,7332,0,10000,0,33,0,0,5,109.732
699,12/28/21 10:58:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,14.013
6682,12/28/21 10:58:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,14.021
9699,12/28/21 10:58:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.676
2161,12/28/21 10:58:02 AM,1_72,B相充电桩电,1,25,100,7158,7158,0,8800,0,32,0,0,4,102.747
3663,12/28/21 10:58:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.682
14596,12/28/21 10:58:02 AM,1_11,充电桩上电,1,25,100,7158,7158,0,0,0,32,0,0,4,102.617
12234,12/28/21 10:58:02 AM,1_4,4号充电桩,1,100,100,2842,2842,0,0,0,12,0,0,1,32.024
13545,12/28/21 10:58:02 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,29.349
12760,12/28/21 10:58:02 AM,1_3,3号充电桩,1,40,100,1253,1253,0,0,0,5,0,0,1,19.275
15613,12/28/21 10:58:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,21.03
5147,12/28/21 10:58:12 AM,1_65,四个充电桩�,1,25,51,7157,7157,0,10000,0,32,35,0,4,102.834
